date,net,gross,net_2x,net_nokill
2016-01-31,-0.32383704978465755,-0.3193106862422239,-0.3283355903495261,-0.34673858129580204
2016-02-29,-0.13007785084839574,-0.1265857828954472,-0.1335566560639896,-0.13007785084839574
2016-03-31,0.8632633930570559,0.8711983758029438,0.8553605311714572,0.8632633930570559
2016-04-30,-0.010628121773618715,-0.006481548875910459,-0.014758214963034533,-0.010628121773618715
2016-05-31,0.11987179008320004,0.12547503184768716,0.11429416490161914,0.43383237636029737
2016-06-30,-0.6231517605610861,-0.6206074251771709,-0.6256801809762678,-0.2968830186934156
2016-07-31,0.7700860324932259,0.7777668074381325,0.7624364257061735,0.7709203432265113
2016-08-31,0.22471181637486026,0.2302680726659938,0.21917956574700148,0.22471181637486026
2016-09-30,-0.3995602266541479,-0.3968595622174902,-0.4022501216825288,-0.11734008956671538
2016-10-31,-0.09881604771143804,-0.09658440534016588,-0.1010436071949774,-0.047632922916065246
2016-11-30,0.24379403797123045,0.24785659858681486,0.2397434270930372,0.39131966585393796
2016-12-31,0.1499263969685689,0.15470046662524006,0.14517112735349214,0.1499263969685689
2017-01-31,0.6534323750623716,0.6598485432279153,0.6470397708668854,0.6534323750623716
2017-02-28,0.08317420693127997,0.08725054671157872,0.07911234761161579,0.08317420693127997
2017-03-31,0.3121387691144919,0.31807444010156183,0.3062286689414171,0.3121387691144919
2017-04-30,-0.19782454248602754,-0.1931595100936414,-0.2024646942171081,0.036124263041362736
2017-05-31,0.012883717266644279,0.01809187321848227,0.007700748678018288,0.059686677410685895
2017-06-30,0.07525519602778896,0.07994781971244436,0.07058203796742712,0.07525519602778896
2017-07-31,0.2650139773878015,0.2699878901510122,0.2600585732018683,0.2650139773878015
2017-08-31,-0.5209389677438314,-0.5180804577015274,-0.5237818202764746,-0.2588516688931237
2017-09-30,0.34034722365950776,0.34560435876869144,0.3351096021507409,0.34034722365950776
2017-10-31,0.2882672668098647,0.2938420870365752,0.2827153779546241,0.2882672668098647
2017-11-30,0.10002945066190172,0.10460439699832214,0.09547255241208652,0.10002945066190172
2017-12-31,0.2802893853462729,0.28531945148329063,0.2752780226559728,0.2802893853462729
2018-01-31,-0.17079978821135744,-0.16730147131968975,-0.17428410733864996,-0.17079978821135744
2018-02-28,-0.22767767147154183,-0.22693602693602688,-0.22841888206039995,-0.8137686809680076
2018-03-31,-0.09506155186656107,-0.0929237749347599,-0.09719509859999975,-0.20982744983819057
2018-04-30,-0.07250151716596698,-0.0710039773006318,-0.07399741018314154,0.13708430519771797
2018-05-31,-0.011865061683935196,-0.008446958824766315,-0.015272356271384568,0.11433114693781321
2018-06-30,-0.15278732397168948,-0.14782318175127596,-0.15772442295219036,-0.08132431218408676
2018-07-31,0.24772561770655055,0.2528831921200829,0.24258826651325327,0.24772561770655055
2018-08-31,0.08161091131698672,0.0865458239403809,0.0766974399447502,0.08161091131698672
2018-09-30,0.1194573147191369,0.12366170621639094,0.11526782901743426,0.1194573147191369
2018-10-31,-0.34816908109232503,-0.34674516221274554,-0.34959029139984954,-0.46798378159853105
2018-11-30,0.0,0.0,0.0,0.07164618402700884
2018-12-31,-0.19315224759248184,-0.19205020920502092,-0.19425358756724442,-0.4232979203809468
2019-01-31,0.0,0.0,0.0,0.435454330253771
2019-02-28,0.04759212840503024,0.05206643208109729,0.043135098114017945,0.18426402531129282
2019-03-31,0.04597343908501261,0.050338666242289776,0.04162549019315054,0.04597343908501261
2019-04-30,0.19621316487673468,0.2011667413817122,0.1912790470474135,0.19621316487673468
2019-05-31,-0.4030023314126331,-0.4003620532113783,-0.4056322152504135,-0.3398560165912933
2019-06-30,0.11224232830655789,0.11608555301580803,0.10841120644287194,0.24907039287093613
2019-07-31,0.12349374579777295,0.1283857529599961,0.11862198597619722,0.12349374579777295
2019-08-31,-0.35114793039855563,-0.34957833836646957,-0.3527145119079701,-0.3186267908495376
2019-09-30,0.08924066729737334,0.09342728765522756,0.08506891080415158,0.16614489912347752
2019-10-31,0.10169268939723075,0.10779331441665341,0.09562341996631218,0.24564186024986756
2019-11-30,0.2835068381313044,0.28854826597951244,0.2784841514957932,0.2835068381313044
2019-12-31,0.08904701482966204,0.09358085750077505,0.08453107509150248,0.08904701482966204
2020-01-31,-0.16354694495616107,-0.160016905353481,-0.16706285652579,-0.16354694495616107
2020-02-29,-0.2002736006144371,-0.19744165814673842,-0.20309624430641082,-0.49722922386144186
2020-03-31,0.0,0.0,0.0,-0.8703046487400405
2020-04-30,0.0,0.0,0.0,0.19804546791574862
2020-05-31,0.024045267854909902,0.025146253825969467,0.022944915751125894,0.08945252043878393
2020-06-30,-0.46049928276290664,-0.459164289538714,-0.46183136764409116,-0.2923644766779028
2020-07-31,0.1475579818981616,0.151624419766325,0.14350453567699417,0.23142693740266806
2020-08-31,0.06974820929710579,0.07420309422683169,0.06531092194090382,0.06974820929710579
2020-09-30,-0.013952824727734403,-0.008954596010219418,-0.01892791441847086,0.0374293313505667
2020-10-31,-0.08982423536643791,-0.08417763890689745,-0.09543847465137578,-0.17151009151738017
2020-11-30,0.42660253387481517,0.43202397897654277,0.4212000932209201,0.8011221777391
2020-12-31,-0.005066020774276758,-0.0007084061559756716,-0.009405495111238338,-0.005066020774276758
2021-01-31,-0.39666841968729516,-0.39379994573576393,-0.3995242579810647,-0.37997239891074674
2021-02-28,0.17881526044251683,0.184481846308302,0.1731740007657956,0.3652950370665824
2021-03-31,0.3907924459326588,0.39884076127554535,0.382787764307154,0.5396936743331529
2021-04-30,0.16973367286158347,0.17458520833698943,0.1649012240628993,0.16973367286158347
2021-05-31,-0.0790755727296173,-0.07471006653507628,-0.08342171407355825,0.055448279358615515
2021-06-30,0.10813925209607977,0.11382268695880593,0.10248320729240579,0.21499604768721414
2021-07-31,-0.22151856498063804,-0.21762823776869966,-0.2253906636524189,-0.12147518924961354
2021-08-31,0.23066839062608002,0.23600755370692372,0.2253512443931407,0.23066839062608002
2021-09-30,-0.33940789463075194,-0.33626682198584645,-0.34253514164772814,-0.19651514730801467
2021-10-31,0.0906287331314728,0.0935407576863192,0.08772350969514764,0.44255550558133394
2021-11-30,-0.4902251320911448,-0.4875286590855237,-0.4929083590274941,-0.3851674603587031
2021-12-31,0.38178011971112547,0.3897487114625844,0.3738541908693236,0.43366655477397753
2022-01-31,-0.041990481589801454,-0.039786966121677314,-0.04418952406213639,-0.2566856225032741
2022-02-28,0.0,0.0,0.0,-0.2787621792584122
2022-03-31,0.07173752199362537,0.07351944571086011,0.0699578593732828,0.15833751010225305
2022-04-30,-0.08170599029002124,-0.07995111412660016,-0.08345800992025165,-0.36593522604218554
2022-05-31,0.0,0.0,0.0,0.08244363750483141
2022-06-30,0.0,0.0,0.0,-0.13076431435066338
2022-07-31,0.0,0.0,0.0,0.36660755831128156
2022-08-31,0.003254052320854184,0.00445434298440972,0.0020544600699967663,-0.05542734500251112
2022-09-30,0.0,0.0,0.0,-0.2473283761459214
2022-10-31,0.0,0.0,0.0,0.2659528344977391
2022-11-30,0.0,0.0,0.0,0.26259449595688333
2022-12-31,0.04850083153556084,0.04972375690607733,0.04727860457774247,0.05206448280902465
2023-01-31,0.15446112813708401,0.15863995441957024,0.15029565122972777,0.3548414914195783
2023-02-28,-0.11312028310298494,-0.10904557864394104,-0.11717758201451745,-0.06672978278525632
2023-03-31,-0.16194567105965285,-0.15731056311541525,-0.16655800406610566,-0.08584042973736938
2023-04-30,0.2583900802834207,0.2630892650296086,0.25370745978538034,0.2583900802834207
2023-05-31,0.10588624741192554,0.11070676274662827,0.10108570422054619,0.10588624741192554
2023-06-30,0.5807102558548647,0.5871710796653422,0.5742744827420836,0.5807102558548647
2023-07-31,0.12419851464679943,0.12864503759944945,0.1197686357929455,0.12419851464679943
2023-08-31,-0.08697308309249585,-0.08370029768148657,-0.09023525258204157,0.021664837642571655
2023-09-30,-0.08755092312663904,-0.08430997511898641,-0.09078214338234136,-0.15907282840192682
2023-10-31,0.0,0.0,0.0,-0.11992312597797639
2023-11-30,0.32995909066740103,0.3352804369108775,0.32465749966536084,0.5432185500772182
2023-12-31,0.1531368283912049,0.1576915185678014,0.14859916395490247,0.1531368283912049
2024-01-31,0.012161319536003079,0.016387931509642906,0.007951448797165694,0.012161319536003079
2024-02-29,0.14521312822611754,0.14973910909775778,0.14070407499534632,0.14521312822611754
2024-03-31,0.04942469231609903,0.053588743430573293,0.04527627807321677,0.04942469231609903
2024-04-30,-0.25986766256552896,-0.2578323983794105,-0.26189786964561634,-0.11434544109957367
2024-05-31,0.14846590369707346,0.15332872794096408,0.14362226228064734,0.25736006652781507
2024-06-30,0.07799922871744225,0.0820552621532975,0.07395760138491303,0.07799922871744225
2024-07-31,-0.22978805715624528,-0.2256808970269124,-0.23387473821277183,-0.14037966888546505
2024-08-31,-0.41598619560270333,-0.41337277688004936,-0.4185890610591153,-0.5181510488828281
2024-09-30,-0.3443234905348245,-0.34088088780590486,-0.3477494229448862,-0.24134049198181418
2024-10-31,-0.2626184071062212,-0.25919451154494866,-0.2660271655555678,-0.2626184071062212
2024-11-30,0.5001854810077371,0.5060375438993894,0.4943550218898154,0.5001854810077371
2024-12-31,-0.23932306415457538,-0.23544010529182713,-0.2431875226872049,-0.2076134034989322
2025-01-31,-0.06958225069355939,-0.06616229452640354,-0.07299110585949864,0.0044957307975173055
2025-02-28,-0.03324068650676182,-0.02986586129818536,-0.036604585846807036,-0.0681501896478981
2025-03-31,0.0,0.0,0.0,-0.2567370755531141
2025-04-30,0.0,0.0,0.0,-0.5513977000779903
2025-05-31,-0.08585898506935208,-0.08302367264971366,-0.0886864081865546,0.20781382808894233
2025-06-30,0.13951311179825532,0.14401978865372578,0.13502330157730658,0.13951311179825532
2025-07-31,0.19428698379949538,0.19947016739134416,0.18912518357085228,0.19428698379949538
2025-08-31,0.20570833050012527,0.21070370677505257,0.20073258506676384,0.20570833050012527
2025-09-30,0.1310581298001492,0.13575433064383957,0.12638042543400418,0.1310581298001492
2025-10-31,-0.12594824868113874,-0.1219164955120865,-0.12996229574053597,-0.12594824868113874
2025-11-30,-0.054660232236625084,-0.0512757187075189,-0.05803378562441175,0.033281620271387036
2025-12-31,0.2350482195530943,0.24136049578561636,0.22876624491972097,0.29803148516730493
2026-01-31,-0.20459467594482184,-0.20076694068634005,-0.20840521572071136,-0.09406689280119751
2026-02-28,-0.2520172348894907,-0.24794746163572234,-0.256066896687403,-0.11731953538822126
2026-03-31,-0.0004999999999999449,0.0,-0.0010000000000000009,-0.3854350854140177
2026-04-30,0.18093462590128007,0.18520870671462242,0.1766747646794602,0.36901685535411044
2026-05-31,0.24619261474109644,0.2510941601029424,0.24130931557822732,0.24619261474109644
2026-06-30,-0.15908578916151395,-0.15771868170290027,-0.1604509555209076,-0.15908578916151395
